date,headline,abstract,document_type,type_of_material,news_desk,section_name,subjects
7/15/1986,"WOMAN, 67, AND BLIND WOMAN ARE RAPE VICTIMS","An 18-year-old delivery boy was arrested yesterday and charged with beating, raping and robbing a 67-year-old Brooklyn woman in her Borough Park apartment where he also attempted to drown her by pushing her face into a toilet, the police said.   The Brooklyn attack occurred yesterday afternoon, 12 hours after a 37-year-old legally blind Manhattan woman was bludgeoned with a hammer, raped at knifepoint and robber in her East Side apartment by an unknown assailant who fled with her fur coat, video casette player and $80 in cash.   The suspect in the Brooklyn attack, Derrick Benjamin, of 180 Troy Avenue, Brooklyn, was being held on charges of first-degree rape, first-degree assault and second-degree burglary, according to Ronald Severin, a spokesman for the Police Department.",article,News,Metropolitan Desk,New York,"['Brooklyn (NYC)', 'New York City', 'BOROUGH PARK (NYC)', 'Upper East Side (NYC)', 'Manhattan (NYC)', 'ROSS, EILEEN MUSUMECI', 'BENJAMIN, DERRICK', 'Sex Crimes', 'Blindness']"
7/19/1986,Suspect May Face New Rape Charge,"A 26-year-old man who was charged Thursday with a series of burglaries and sexual attacks in Brooklyn is also a suspect in the rape and robbery this week of a legally blind Manhattan woman, the police said yesterday.   Fingerprints found in the East 77th Street apartment of Eileen Musumeci Ross, 37, who was raped and bludgeoned with a hammer early Monday, matched those of Tyrone Graham, who was arrested late Wednesday in the attacks in the Crown Heights section, the police said.",article,News,Metropolitan Desk,New York,"['Brooklyn (NYC)', 'New York City', 'Manhattan (NYC)', 'GRAHAM, TYRONE', 'ROSS, EILEEN MUSUMECI', 'Robberies and Thefts', 'Sex Crimes', 'Blindness']"
7/20/1986,TAPES SURPASS BRAILLE IN POPULARITY FOR BLIND,"In 1934, the Library of Congress made its first recording for the blind, ''The Rime of the Ancient Mariner,'' produced on a wax disk. More than 50 years later, the cassette tape, a descendant of that effort to harness sound for the education of the blind, has grown so popular that it has surpassed the use of Braille in the library, home and classroom, according to academic experts.   Braille, in which raised dots representing letters are read with the fingertips, has dwindled in use. In large part that is because its primary use was as an early learning tool for blind children and fewer children are being born blind than ever as a result of dramatic developments in prenatal care.",article,News,National Desk,U.S.,"['BLIND AND PHYSICALLY HANDICAPPED, LIBRARY FOR THE', 'RECORDINGS (AUDIO)', 'Braille', 'Blindness', 'CASSETTES']"
7/20/1986,PLAYHOUSE INTERPRETS SHOWS FOR DEAF AUDIENCE,"MARY SILVESTRI has seen ''West Side Story'' many times. But last week she ''heard'' the show - the plaintive love songs, the taunting of the warring street gangs - for the first time at a Candlewood Playhouse production that was interpreted for the deaf.

''Oh, what a difference it makes,'' Mrs. Silvestri said during an intermission. ''I'm enjoying it so much.''",article,News,Connecticut Weekly Desk,New York,"['CANDLEWOOD PLAYHOUSE (NEW FAIRFIELD, CONN)', ""O'NEILL, LAURIE A"", 'Theater', 'Deafness', 'Sign Language']"
7/21/1986,"ON L.I., A LOOK AT YEAR-ROUND SCHOOL","SAG HARBOR, L.I.-This is thetime of year when most of the nation's teachers and students have put their textbooks back on the shelves and settled in for a long and lazy summer.   And that, says Dr. Dominic Annacone, Superintendent of the Sag Harbor School District, is precisely the problem.   ''We need to re-examine the archaic notion that learning is a 9- or 10-month-a-year operation,'' he said. ''The fact is that students don't spend enough time in school and teachers don't have enough time to teach them.''",article,News,Metropolitan Desk,New York,"['Sag Harbor (NY)', 'ANNACONE, DOMINIC', 'Learning Disabilities', 'Education and Schools', 'Gifted Students']"
7/27/1986,CORRECTION,"An article last Sunday on the growing use by blind people of tape recordings instead of Braille misidentified the director of the Library for the Blind and Physically Handicapped, a division of the Library of Congress. He is Dr. F. Kurt Cylke, not Dr. Kurt Silke.",article,Correction,Metropolitan Desk,New York,"['RECORDINGS (AUDIO)', 'Braille', 'Blindness']"
8/1/1986,Blind but Mobile,"A guide dog lay under the piano.   White canes were leaning against the warm-up room wall. And instructors guided the arms, legs and bodies of 12 students into various dance positions.",article,News,Metropolitan Desk,New York,"['Very Special Arts', 'AILEY, ALVIN, AMERICAN DANCE THEATER', 'Blindness', 'Dancing']"
8/4/1986,BRIEFING; All Ears,"Washingtonians have been telling affectionate Averell Harriman stories since the distinguished diplomat and public servant died 10 days ago at 94 years of age. One of them involves the fact that the former New York Governor had suffered a correctable hearing loss for years and recently got a new hearing aid that used a separate, hand-carried radio to pick up and transmit sound to the ear device.",article,News,National Desk,U.S.,"['Harriman, W Averell', 'Deafness', 'Hearing Aids']"
8/7/1986,Rape Suspect Pleads Innocent,"The man accused of being the ''Spiderman rapist,'' who scaled apartment buildings and a private house to get at his victims, pleaded innocent yesterday to raping, robbing and beating with a hammer a legally blind woman.   Tyrone Graham, 26 years old, also under indictment for three sex assaults in the Crown Heights section of Brooklyn, appeared briefly in state Supreme Supreme Court in Manhattan for arraignment before Justice Jerome Hornblass.",article,News,Metropolitan Desk,New York,"['New York City', 'Manhattan (NYC)', 'GRAHAM, TYRONE', 'Robberies and Thefts', 'Sex Crimes', 'Assaults', 'Blindness']"
8/12/1986,SCHOOL BOARD PLANS TO LEASE 13 CHURCH SITES,"The Board of Education plans to lease 13 spaces from religious institutions to be used for teaching remedial classes to parochial school students, despite a Supreme Court ruling last year that barred public school teachers in church schools.   The group that won the court decision said yesterday that it would try to stop the board from renting the spaces on the ground that the sites were ''substantially indistinguishable'' from those the Supreme Court had ruled against.   ''Who are they fooling?'' asked Lisa Thurau, the executive director of the group, the Committee for Public Education and Religious Liberty.",article,News,Metropolitan Desk,New York,"['New York City', 'United States', 'BOARD OF EDUCATION', 'Learning Disabilities', 'SECTARIAN SCHOOLS', 'Renting and Leasing', 'Education and Schools', 'Law and Legislation', 'Teachers and School Employees', 'Federal Aid (US)', 'Church-State Relations']"
8/19/1986,World's Largest Taped Library for the Blind,"To the Editor:   In an otherwise instructive news article about recorded material for the blind (July 20), you failed to mention Recording for the Blind Inc., a nonprofit organization that has put on tape more titles than all other recording organizations in the United States combined.   Through 4,500 trained volunteers working in 29 recording studios across the country, Recording for the Blind has recorded, since its founding in 1951, over 65,000 titles, which now make up our master tape library in Princeton, N.J.   These titles, which constitute the largest and most comprehensive taped library in the world, can be quickly duplicated, and they are lent free to blind students in all 50 states.",article,Letter,Editorial Desk,Opinion,"['RECORDING FOR THE BLIND INC', 'CAROTHERS, STUART', 'RECORDINGS (AUDIO)', 'Blindness']"
8/23/1986,TV Networks Shortchange the Hearing-Impaired,"To the Editor:   In researching the number of hours of prime-time television programming on the four major networks that is closed-captioned for the hearing-impaired, I have come up with the following disappointing results:   Of the total of 143 programming hours, Saturday through Friday from 5 to 9 P.M., only 53 hours are closed-captioned, which represents 37 percent of the hours researched.   Of those 53 hours, 52 percent are movies, 8 percent are news shows, 25 percent are educational programs and 15 percent, or the balance, are series shows, such as ''The Cosby Show'' and ''Family Ties.''",article,Letter,Editorial Desk,Opinion,"['EMERY, LAURIE', 'Deafness', 'Television']"
8/24/1986,Banning Playboy In Braille Editions,"THE literary merit of Playboy was weighed on the floor of the United States House of Representatives last year, and opponents, led by Chalmers P. Wylie, Republican of Ohio, found the magazine ''wanton.''   The House voted to withhold $103,000 from the Library of Congress to produce Braille editions of Playboy.",article,News,National Desk,U.S.,"['United States', 'Library of Congress', 'PLAYBOY', 'Braille', 'Censorship', 'Finances', 'Magazines', 'SUITS AND CLAIMS AGAINST GOVERNMENT', 'Budgets and Budgeting', 'Blindness']"
8/24/1986,AGENT ORANGE AND THE ANGUISH OF AN AMERICAN FAMILY,"WHEN ELMO RUSSELL ZUMWALT 3D WAS a 23-year-old Navy lieutenant, he patrolled the rivers in South Vietnam, where the dense green jungle hid snipers preying on American crews. To reduce casualties, the area was systematically stripped bare by mists of the chemical known as Agent Orange. Elmo's father, Adm. Elmo Russell Zumwalt Jr., as commander of the American in-country naval forces in South Vietnam, was the one who ordered this defoliation in 1968.

The war in Vietnam has been over for more than a decade, but the Zumwalts feel they are continuing to pay a price for it. Elmo, now 40 years old and a lawyer in Fayetteville, N.C., has two forms of cancer. His 9-year-old son, Elmo Russell Zumwalt 4th, is plagued by a severe learning disability. Elmo and the Admiral, now retired, both believe Elmo's exposure to Agent Orange is responsible for the cancers and for Russell's brain dysfunction. Many other Vietnam veterans and their children have suffered similar fates and have come to the same conclusion.

Through all the devastating experiences of the last several years, the Zumwalts have remained extraordinarily loving and supportive. The heart of their story is detailed in the following ''dialogue.''",article,News,Magazine Desk,Magazine,"['ZUMWALT, ELMO R JR (ADM) (RET)', 'ZUMWALT, ELMO 3D (LT)', 'Vietnam War', 'AGENT ORANGE (DEFOLIANT)', 'Defoliants and Herbicides', 'Cancer', 'Learning Disabilities', 'UNITED STATES ARMAMENT AND DEFENSE', 'United States International Relations']"
